0.0835694	-0.047766168	-0.40592203	0.1822561	0.11594966	0.2683479	-0.06220532	-0.5926983	-0.12183823	0.31880108	-0.5202112	0.08673784	0.0978342	-0.23187417	0.030531982	0.2254527
0.16549309	0.050525	-0.9791352	0.4931357	0.34103647	0.83456457	-0.4812698	0.22291283	0.006498167	0.1094654	-0.475509	0.37236655	-0.5110633	-0.15001851	0.35642248	0.6462323
-0.05791366	-0.25054872	0.25928387	-0.24774723	-0.21737961	0.2335617	-0.36285493	-0.5741212	0.0626411	0.3249204	-0.47967097	0.07047416	0.52074677	-0.5960744	0.43369803	0.17626077
0.075561196	0.052193493	0.07310747	0.027017746	-0.046897877	0.04404312	-0.197752	-0.69348073	-0.17969085	0.55195487	-0.30308205	-0.010943451	0.23934509	-0.277357	0.04148275	-0.16876186
0.09005901	-0.103460416	-0.070775405	0.051839013	-0.1143263	-0.122779846	0.35206652	-0.6472197	-0.14850688	0.07249766	-0.3272171	0.04909428	0.117852405	0.15432394	-0.42199016	-0.11728339
-0.3582046	-0.5222174	0.80735976	-0.6894996	-0.57704943	-0.17239146	-0.6802131	-0.77025455	0.32238966	0.07695402	-0.26978287	0.027391782	0.8202011	-0.99602807	0.8291709	0.0034549949
0.1287805	0.05768551	-0.50466466	0.19250873	0.26224157	0.5289647	-0.44183427	-0.11694707	-0.055368572	0.2881354	-0.42594194	0.121886455	-0.14422502	-0.2828315	0.25559965	0.439466
-0.024450023	-0.26034704	-0.41645283	-0.01780315	0.12983161	0.23218787	0.025568776	-0.36706936	0.074077666	-0.044688754	-0.43962255	0.07974602	0.16009104	-0.17492132	-0.04451292	0.45780078
-0.5049842	-0.6971869	0.8677866	-0.8906848	-0.6451098	-0.75733477	0.5152967	-1.014118	0.23927993	-0.45138544	-0.28336164	-0.19943467	1.0925492	-0.61389273	-0.22089253	-0.058409523
-0.07339492	-0.029478187	-0.047684334	0.036640048	-0.026059035	0.3267045	-0.6077387	-0.28666517	0.086287215	0.35488805	-0.2567204	0.011700323	0.18671979	-0.6027031	0.59281635	0.24613625
-0.3694376	-0.4100564	-0.84773856	0.44584224	0.5563129	0.32425168	-0.28668422	-0.24936032	0.4586704	0.087760635	0.0059286747	-0.36821163	-0.21885583	-0.36688668	0.43258506	0.76860666
-0.1954627	-0.5930487	-0.5985851	-0.13172893	0.027513439	-0.12327422	0.69500726	-0.47222093	0.3133605	-0.6122003	-0.30134785	-0.03895246	0.2831219	0.36856148	-0.58050066	0.7847759
0.089313656	-0.08469228	0.33792657	-0.31254655	-0.29735684	-0.39072847	0.7731712	-0.7391086	-0.34055844	-0.12703377	-0.48561612	0.03091215	0.41021526	0.5886907	-0.85392356	-0.5054619
0.28714833	0.28060138	-0.47330743	0.10891178	0.062653355	0.68679595	-0.57626903	0.16588855	-0.29475632	0.17189398	-0.53290796	0.45602497	-0.19212	-0.25495762	0.37362123	0.16788118
0.53034	0.5669035	-0.4253824	0.46573544	0.036533702	0.57611287	-0.13662383	0.21880472	-0.5596647	0.5326291	-0.4174	0.57412094	-0.5238042	0.4148557	-0.26917434	-0.45252436
0.16590329	0.04433366	-1.04118	0.3985819	0.124069735	0.7111303	-0.04686977	0.32437682	0.009846418	-0.30005088	-0.4480605	0.49335074	-0.5105766	0.20977157	0.07093397	0.5100959
0.49050742	0.25925645	-0.4536635	0.012862378	-0.22735979	0.37109023	0.24769595	0.040526662	-0.37941757	-0.14023083	-0.6328	0.66074395	-0.17472427	0.44867685	-0.48125425	-0.0577888
0.41478932	0.5872653	-0.1346702	0.13758403	-0.0034635693	0.48062527	-0.62819624	-0.09120778	-0.50631124	0.727317	-0.4730807	0.32985213	-0.17683962	-0.1437446	0.20086639	-0.36554295
-0.047638018	0.36593565	0.955094	-0.33977523	-0.2660385	0.5898618	-1.4804461	-0.6570661	-0.12812403	1.727741	-0.10968471	-0.09007984	0.6064871	-1.3553174	1.5121615	-0.5739337
-0.28258446	-0.13522403	-0.015698915	0.2357307	0.58241194	-0.3876176	0.45654285	-0.8911667	0.06960297	0.30162254	0.11240752	-0.5162749	0.005034315	0.20096935	-0.41750288	0.015807185
-0.32179308	-0.3095202	-0.03155906	0.31585637	0.5118305	-0.36635405	0.16186358	-0.7892252	0.25965214	0.35674214	0.20015018	-0.49472415	0.11277564	-0.09062514	-0.09748492	0.1675438
-0.040627528	-0.24655615	0.19791636	-0.67735696	-0.5751975	0.35804233	-0.41556036	-0.016670858	0.18207525	-0.5952984	-0.44025373	0.30304936	0.61019063	-0.8266143	0.66437316	0.3750059
